symbol,name,security
ESGU,iShares MSCI USA ESG Optimized ETF,iShares MSCI USA ESG Optimized ETF
ESIO,"Electro Scientific Industries, Inc.","Electro Scientific Industries, Inc. - Common Stock"
ESLT,Elbit Systems Ltd.,Elbit Systems Ltd. - Ordinary Shares
ESND,Essendant Inc.,Essendant Inc. - Common Stock
ESPR,"Esperion Therapeutics, Inc.","Esperion Therapeutics, Inc. - Common Stock"
ESQ,"Esquire Financial Holdings, Inc.","Esquire Financial Holdings, Inc. - Common Stock"
ESRX,Express Scripts Holding Company,Express Scripts Holding Company - Common Stock
ESSA,"ESSA Bancorp, Inc.","ESSA Bancorp, Inc. - common stock"
ESTA,Establishment Labs Holdings Inc.,Establishment Labs Holdings Inc. - Common Shares
ESTR,"Estre Ambiental, Inc.","Estre Ambiental, Inc. - Ordinary Shares"
ESTRW,"Estre Ambiental, Inc.","Estre Ambiental, Inc. - Warrants"
ESXB,Community Bankers Trust Corporation.,Community Bankers Trust Corporation. - Common Stock
ETFC,E*TRADE Financial Corporation,E*TRADE Financial Corporation - Common Stock
ETSY,"Etsy, Inc.","Etsy, Inc. - Common Stock"
EUFN,iShares MSCI Europe Financials Sector Index Fund,iShares MSCI Europe Financials Sector Index Fund
EVBG,"Everbridge, Inc.","Everbridge, Inc. - Common Stock"
EVER,"EverQuote, Inc.","EverQuote, Inc. - Class A Common Stock"
EVFM,"Evofem Biosciences, Inc.","Evofem Biosciences, Inc. - Common Stock"
EVFTC,Eaton Vance NextShares Trust II,Eaton Vance NextShares Trust II - Eaton Vance Floating-Rate NextShares
EVGBC,Eaton Vance NextShares Trust,Eaton Vance NextShares Trust - Eaton Vance Global Income Builder NextShares
EVGN,Evogene Ltd.,Evogene Ltd. - Ordinary Shares
EVK,Ever,"Ever-Glory International Group, Inc. - Common Stock"
EVLMC,Eaton Vance NextShares Trust II,Eaton Vance NextShares Trust II - Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShares
EVLO,"Evelo Biosciences, Inc.","Evelo Biosciences, Inc. - Common Stock"
EVLV,EVINE Live Inc.,EVINE Live Inc. - Common Stock
EVOK,"Evoke Pharma, Inc.","Evoke Pharma, Inc. - Common Stock"
EVOL,"Evolving Systems, Inc.","Evolving Systems, Inc. - Common Stock"
EVOP,"EVO Payments, Inc.","EVO Payments, Inc. - Class A Common Stock"
EVSTC,Eaton Vance NextShares Trust,Eaton Vance NextShares Trust - Eaton Vance Stock NextShares
EWBC,"East West Bancorp, Inc.","East West Bancorp, Inc. - Common Stock"
EWZS,iShares MSCI Brazil Small,iShares MSCI Brazil Small-Cap ETF
EXAS,Exact Sciences Corporation,Exact Sciences Corporation - Common Stock
EXEL,"Exelixis, Inc.","Exelixis, Inc. - Common Stock"
EXFO,EXFO Inc,EXFO Inc - Subordinate Voting Shares
EXLS,"ExlService Holdings, Inc.","ExlService Holdings, Inc. - Common Stock"
EXPD,"Expeditors International of Washington, Inc.","Expeditors International of Washington, Inc. - Common Stock"
EXPE,"Expedia Group, Inc.","Expedia Group, Inc. - Common Stock"
EXPI,"eXp World Holdings, Inc.","eXp World Holdings, Inc. - Common Stock"
EXPO,"Exponent, Inc.","Exponent, Inc. - Common Stock"
EXTR,"Extreme Networks, Inc.","Extreme Networks, Inc. - Common Stock"
EYE,"National Vision Holdings, Inc.","National Vision Holdings, Inc. - Common Stock"
EYEG,"Eyegate Pharmaceuticals, Inc.","Eyegate Pharmaceuticals, Inc. - Common Stock"
EYEGW,"Eyegate Pharmaceuticals, Inc.","Eyegate Pharmaceuticals, Inc. - Warrants"
EYEN,"Eyenovia, Inc.","Eyenovia, Inc. - Common Stock"
EYES,"Second Sight Medical Products, Inc.","Second Sight Medical Products, Inc. - Common Stock"
EYESW,"Second Sight Medical Products, Inc.","Second Sight Medical Products, Inc. - Warrants"
EYPT,"EyePoint Pharmaceuticals, Inc.","EyePoint Pharmaceuticals, Inc. - Common Stock"
EZPW,"EZCORP, Inc.","EZCORP, Inc. - Class A Non-Voting Common Stock"
FAAR,First Trust Alternative Absolute Return Strategy ETF,First Trust Alternative Absolute Return Strategy ETF
FAB,First Trust Multi Cap Value AlphaDEX Fund,First Trust Multi Cap Value AlphaDEX Fund
FAD,First Trust Multi Cap Growth AlphaDEX Fund,First Trust Multi Cap Growth AlphaDEX Fund
FALN,iShares Fallen Angels USD Bond ETF,iShares Fallen Angels USD Bond ETF
FAMI,"Farmmi, INC.","Farmmi, INC. - Ordinary Shares"
FANG,"Diamondback Energy, Inc.","Diamondback Energy, Inc. - Commmon Stock"
FANH,Fanhua Inc.,"Fanhua Inc. - American depositary shares, each representing 20 ordinary shares"
FARM,Farmer Brothers Company,Farmer Brothers Company - Common Stock
FARO,"FARO Technologies, Inc.","FARO Technologies, Inc. - Common Stock"
FAST,Fastenal Company,Fastenal Company - Common Stock
FAT,FAT Brands Inc.,FAT Brands Inc. - Common Stock
FATE,"Fate Therapeutics, Inc.","Fate Therapeutics, Inc. - Common Stock"
FB,"Facebook, Inc.","Facebook, Inc. - Class A Common Stock"
FBIO,"Fortress Biotech, Inc.","Fortress Biotech, Inc. - Common Stock"
FBIOP,"Fortress Biotech, Inc.","Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock"
FBIZ,"First Business Financial Services, Inc.","First Business Financial Services, Inc. - Common Stock"
FBMS,"The First Bancshares, Inc.","The First Bancshares, Inc. - Common Stock"
FBNC,First Bancorp,First Bancorp - Common Stock
FBNK,"First Connecticut Bancorp, Inc.","First Connecticut Bancorp, Inc. - Common Stock"
FBSS,"Fauquier Bankshares, Inc.","Fauquier Bankshares, Inc. - Common Stock"
FBZ,First Trust Brazil AlphaDEX Fund,First Trust Brazil AlphaDEX Fund
FCA,First Trust China AlphaDEX Fund,First Trust China AlphaDEX Fund
FCAL,First Trust California Municipal High income ETF,First Trust California Municipal High income ETF
FCAN,First Trust Canada AlphaDEX Fund,First Trust Canada AlphaDEX Fund
FCAP,"First Capital, Inc.","First Capital, Inc. - Common Stock"
FCBC,"First Community Bancshares, Inc.","First Community Bancshares, Inc. - Common Stock"
FCBP,First Choice Bancorp,First Choice Bancorp - Common Stock
FCCO,First Community Corporation,First Community Corporation - Common Stock
FCCY,1st Constitution Bancorp (NJ),1st Constitution Bancorp (NJ) - Common Stock
FCEF,First Trust CEF Income Opportunity ETF,First Trust CEF Income Opportunity ETF
FCEL,"FuelCell Energy, Inc.","FuelCell Energy, Inc. - Common Stock"
FCNCA,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc. - Class A Common Stock"
FCSC,Fibrocell Science Inc.,Fibrocell Science Inc. - Common Stock
FCVT,First Trust SSI Strategic Convertible Securities ETF,First Trust SSI Strategic Convertible Securities ETF
FDBC,"Fidelity D & D Bancorp, Inc.","Fidelity D & D Bancorp, Inc. - Common Stock"
FDEF,First Defiance Financial Corp.,First Defiance Financial Corp. - Common Stock
FDIV,First Trust Strategic Income ETF,First Trust Strategic Income ETF
FDT,First Trust Developed Markets Ex,First Trust Developed Markets Ex-US AlphaDEX Fund
FDTS,First Trust Developed Markets ex,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund
FDUS,Fidus Investment Corporation,Fidus Investment Corporation - Common Stock
FDUSL,Fidus Investment Corporation,Fidus Investment Corporation - 5.875% Notes due 2023
FEIM,"Frequency Electronics, Inc.","Frequency Electronics, Inc. - Common Stock"
FELE,"Franklin Electric Co., Inc.","Franklin Electric Co., Inc. - Common Stock"
FEM,First Trust Emerging Markets AlphaDEX Fund,First Trust Emerging Markets AlphaDEX Fund
FEMB,First Trust Emerging Markets Local Currency Bond ETF,First Trust Emerging Markets Local Currency Bond ETF
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,First Trust Emerging Markets Small Cap AlphaDEX Fund
FENC,Fennec Pharmaceuticals Inc.,Fennec Pharmaceuticals Inc. - Common Stock
FEP,First Trust Europe AlphaDEX Fund,First Trust Europe AlphaDEX Fund
FEUZ,First Trust Eurozone AlphaDEX ETF,First Trust Eurozone AlphaDEX ETF
FEX,First Trust Large Cap Core AlphaDEX Fund,First Trust Large Cap Core AlphaDEX Fund
FEYE,"FireEye, Inc.","FireEye, Inc. - Common Stock"
FFBC,First Financial Bancorp.,First Financial Bancorp. - Common Stock
FFBCW,First Financial Bancorp.,First Financial Bancorp. - Warrant 12/23/2018
FFBW,"FFBW, Inc.","FFBW, Inc. - Common Stock"
FFHL,"Fuwei Films (Holdings) Co., Ltd.","Fuwei Films (Holdings) Co., Ltd. - ORDINARY SHARES"
FFIC,Flushing Financial Corporation,Flushing Financial Corporation - Common Stock
FFIN,"First Financial Bankshares, Inc.","First Financial Bankshares, Inc. - Common Stock"
FFIV,"F5 Networks, Inc.","F5 Networks, Inc. - Common Stock"
FFNW,"First Financial Northwest, Inc.","First Financial Northwest, Inc. - Common Stock"
FFWM,First Foundation Inc.,First Foundation Inc. - Common Stock
FGBI,"First Guaranty Bancshares, Inc.","First Guaranty Bancshares, Inc. - Common Stock"
FGEN,"FibroGen, Inc","FibroGen, Inc - Common Stock"
FGM,First Trust Germany AlphaDEX Fund,First Trust Germany AlphaDEX Fund
FHB,"First Hawaiian, Inc.","First Hawaiian, Inc. - Common Stock"
FHK,First Trust Hong Kong AlphaDEX Fund,First Trust Hong Kong AlphaDEX Fund
FIBK,"First Interstate BancSystem, Inc.","First Interstate BancSystem, Inc. - Class A Common Stock"
FINX,Global X FinTech ETF,Global X FinTech ETF
FISI,"Financial Institutions, Inc.","Financial Institutions, Inc. - Common Stock"
FISV,"Fiserv, Inc.","Fiserv, Inc. - Common Stock"
FITB,Fifth Third Bancorp,Fifth Third Bancorp - Common Stock
FITBI,Fifth Third Bancorp,Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I
FIVE,"Five Below, Inc.","Five Below, Inc. - Common Stock"
FIVN,"Five9, Inc.","Five9, Inc. - Common Stock"
FIXD,First Trust TCW Opportunistic Fixed Income ETF,First Trust TCW Opportunistic Fixed Income ETF
FIXX,"Homology Medicines, Inc.","Homology Medicines, Inc. - Common Stock"
FIZZ,National Beverage Corp.,National Beverage Corp. - Common Stock
FJP,First Trust Japan AlphaDEX Fund,First Trust Japan AlphaDEX Fund
FKO,First Trust South Korea AlphaDEX Fund,First Trust South Korea AlphaDEX Fund
FKU,First Trust United Kingdom AlphaDEX Fund,First Trust United Kingdom AlphaDEX Fund
FLAT,Barclays PLC,Barclays PLC - iPath US Treasury Flattener ETN
FLDM,Fluidigm Corporation,Fluidigm Corporation - Common Stock
FLEX,Flex Ltd.,Flex Ltd. - Ordinary Shares
FLGT,"Fulgent Genetics, Inc.","Fulgent Genetics, Inc. - Common Stock"
FLIC,The First of Long Island Corporation,The First of Long Island Corporation - Common Stock
FLIR,"FLIR Systems, Inc.","FLIR Systems, Inc. - Common Stock"
FLKS,"Flex Pharma, Inc.","Flex Pharma, Inc. - Common Stock"
FLL,"Full House Resorts, Inc.","Full House Resorts, Inc. - Common Stock"
FLN,First Trust Latin America AlphaDEX Fund,First Trust Latin America AlphaDEX Fund
FLNT,"Fluent, Inc.","Fluent, Inc. - Common Stock"
FLWS,1,"1-800 FLOWERS.COM, Inc. - Class A Common Stock"
FLXN,"Flexion Therapeutics, Inc.","Flexion Therapeutics, Inc. - Common Stock"
FLXS,"Flexsteel Industries, Inc.","Flexsteel Industries, Inc. - Common Stock"
FMAO,"Farmers & Merchants Bancorp, Inc.","Farmers & Merchants Bancorp, Inc. - Common Stock"
FMB,First Trust Managed Municipal ETF,First Trust Managed Municipal ETF
FMBH,First Mid,"First Mid-Illinois Bancshares, Inc. - Common Stock"
FMBI,"First Midwest Bancorp, Inc.","First Midwest Bancorp, Inc. - Common Stock"
FMCIU,Forum Merger II Corporation,Forum Merger II Corporation - Unit
FMHI,First Trust Municipal High Income ETF,First Trust Municipal High Income ETF
FMK,First Trust Mega Cap AlphaDEX Fund,First Trust Mega Cap AlphaDEX Fund
FMNB,Farmers National Banc Corp.,Farmers National Banc Corp. - Common Stock
FNCB,FNCB Bancorp Inc.,FNCB Bancorp Inc. - Common Stock
FNHC,FedNat Holding Company,FedNat Holding Company - Common Stock
FNJN,"Finjan Holdings, Inc.","Finjan Holdings, Inc. - Common Stock"
FNK,First Trust Mid Cap Value AlphaDEX Fund,First Trust Mid Cap Value AlphaDEX Fund
FNKO,"Funko, Inc.","Funko, Inc. - Class A Common Stock"
FNLC,"First Bancorp, Inc (ME)","First Bancorp, Inc (ME) - Common Stock"
FNSR,Finisar Corporation,Finisar Corporation - Common Stock
FNWB,First Northwest Bancorp,First Northwest Bancorp - Common Stock
FNX,First Trust Mid Cap Core AlphaDEX Fund,First Trust Mid Cap Core AlphaDEX Fund
FNY,First Trust Mid Cap Growth AlphaDEX Fund,First Trust Mid Cap Growth AlphaDEX Fund
FOANC,Gabelli NextShares Trust,Gabelli NextShares Trust - Gabelli Food of All Nations NextShares
FOCS,Focus Financial Partners Inc.,Focus Financial Partners Inc. - Common Stock
FOLD,"Amicus Therapeutics, Inc.","Amicus Therapeutics, Inc. - Common Stock"
FOMX,Foamix Pharmaceuticals Ltd.,Foamix Pharmaceuticals Ltd. - Ordinary Shares
FONE,First Trust NASDAQ Smartphone Index Fund,First Trust NASDAQ Smartphone Index Fund
FONR,Fonar Corporation,Fonar Corporation - Common Stock
FORD,"Forward Industries, Inc.","Forward Industries, Inc. - Common Stock"
FORK,Fuling Global Inc.,Fuling Global Inc. - Ordinary Shares
FORM,"FormFactor, Inc.","FormFactor, Inc. - Common Stock"
FORR,"Forrester Research, Inc.","Forrester Research, Inc. - Common Stock"
FORTY,Formula Systems (1985) Ltd.,Formula Systems (1985) Ltd. - ADS represents 1 ordinary shares
FOSL,"Fossil Group, Inc.","Fossil Group, Inc. - Common Stock"
FOX,Twenty,"Twenty-First Century Fox, Inc. - Class B Common Stock"
FOXA,Twenty,"Twenty-First Century Fox, Inc. - Class A Common Stock"
FOXF,Fox Factory Holding Corp.,Fox Factory Holding Corp. - Common Stock
FPA,First Trust Asia Pacific Ex,First Trust Asia Pacific Ex-Japan AlphaDEX Fund
FPAY,"FlexShopper, Inc.","FlexShopper, Inc. - Common Stock"
FPRX,"Five Prime Therapeutics, Inc.","Five Prime Therapeutics, Inc. - Common Stock"
FPXI,First Trust International IPO ETF,First Trust International IPO ETF
FRAN,Francesca's Holdings Corporation,Francesca's Holdings Corporation - Common Stock
FRBA,First Bank,First Bank - Common Stock
FRBK,"Republic First Bancorp, Inc.","Republic First Bancorp, Inc. - Common Stock"
FRED,"Fred's, Inc.","Fred's, Inc. - Common Stock"
FRGI,"Fiesta Restaurant Group, Inc.","Fiesta Restaurant Group, Inc. - Common Stock"
FRME,First Merchants Corporation,First Merchants Corporation - Common Stock
FRPH,"FRP Holdings, Inc.","FRP Holdings, Inc. - Common Stock"
FRPT,"Freshpet, Inc.","Freshpet, Inc. - Common Stock"
FRSH,"Papa Murphy's Holdings, Inc.","Papa Murphy's Holdings, Inc. - Common Stock"
FRSX,Foresight Autonomous Holdings Ltd.,Foresight Autonomous Holdings Ltd. - American Depositary Shares
FRTA,"Forterra, Inc.","Forterra, Inc. - Common Stock"
FSAC,Federal Street Acquisition Corp.,Federal Street Acquisition Corp. - Common Stock
FSACU,Federal Street Acquisition Corp.,Federal Street Acquisition Corp. - Unit consisting of One Common Stock and Half of a Warrant
FSACW,Federal Street Acquisition Corp.,Federal Street Acquisition Corp. - Warrant
FSBC,"FSB Bancorp, Inc.","FSB Bancorp, Inc. - Common Stock"
FSBW,"FS Bancorp, Inc.","FS Bancorp, Inc. - Common Stock"
FSCT,"ForeScout Technologies, Inc.","ForeScout Technologies, Inc. - Common Stock"
FSFG,"First Savings Financial Group, Inc.","First Savings Financial Group, Inc. - Common Stock"
FSLR,"First Solar, Inc.","First Solar, Inc. - Common Stock"
FSNN,"Fusion Connect, Inc.","Fusion Connect, Inc. - Common Stock"
FSTR,L.B. Foster Company,L.B. Foster Company - Common Stock
FSV,FirstService Corporation,FirstService Corporation - Subordinate Voting Shares
FSZ,First Trust Switzerland AlphaDEX Fund,First Trust Switzerland AlphaDEX Fund
FTA,First Trust Large Cap Value AlphaDEX Fund,First Trust Large Cap Value AlphaDEX Fund
FTAG,First Trust Indxx Global Agriculture ETF,First Trust Indxx Global Agriculture ETF
FTC,First Trust Large Cap Growth AlphaDEX Fund,First Trust Large Cap Growth AlphaDEX Fund
FTCS,First Trust Capital Strength ETF,First Trust Capital Strength ETF
FTD,"FTD Companies, Inc.","FTD Companies, Inc. - Common Stock"
FTEK,"Fuel Tech, Inc.","Fuel Tech, Inc. - Common Stock"
FTEO,"FRONTEO, Inc.","FRONTEO, Inc. - American Depositary Shares"
FTFT,Future FinTech Group Inc.,Future FinTech Group Inc. - Common Stock
FTGC,First Trust Global Tactical Commodity Strategy Fund,First Trust Global Tactical Commodity Strategy Fund
FTHI,First Trust BuyWrite Income ETF,First Trust BuyWrite Income ETF
FTLB,First Trust Hedged BuyWrite Income ETF,First Trust Hedged BuyWrite Income ETF
FTNT,"Fortinet, Inc.","Fortinet, Inc. - Common Stock"
FTR,Frontier Communications Corporation,Frontier Communications Corporation - Common Stock
FTRI,First Trust Indxx Global Natural Resources Income ETF,First Trust Indxx Global Natural Resources Income ETF
FTSL,First Trust Senior Loan Fund ETF,First Trust Senior Loan Fund ETF
FTSM,First Trust Enhanced Short Maturity ETF,First Trust Enhanced Short Maturity ETF
FTSV,"Forty Seven, Inc.","Forty Seven, Inc. - Common Stock"
FTXD,First Trust Nasdaq Retail ETF,First Trust Nasdaq Retail ETF
FTXG,First Trust Nasdaq Food & Beverage ETF,First Trust Nasdaq Food & Beverage ETF
FTXH,First Trust Nasdaq Pharmaceuticals ETF,First Trust Nasdaq Pharmaceuticals ETF
FTXL,First Trust Nasdaq Semiconductor ETF,First Trust Nasdaq Semiconductor ETF
FTXN,First Trust Nasdaq Oil & Gas ETF,First Trust Nasdaq Oil & Gas ETF
FTXO,First Trust Nasdaq Bank ETF,First Trust Nasdaq Bank ETF
FTXR,First Trust Nasdaq Transportation ETF,First Trust Nasdaq Transportation ETF
FULT,Fulton Financial Corporation,Fulton Financial Corporation - Common Stock
FUNC,First United Corporation,First United Corporation - Common Stock
FUND,"Sprott Focus Trust, Inc.","Sprott Focus Trust, Inc. - Closed End Fund"
FUSB,"First US Bancshares, Inc.","First US Bancshares, Inc. - Common Stock"
FUV,"Arcimoto, Inc.","Arcimoto, Inc. - Common Stock"
FV,First Trust Dorsey Wright Focus 5 ETF,First Trust Dorsey Wright Focus 5 ETF
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,First Trust Dorsey Wright Dynamic Focus 5 ETF
FVE,Five Star Senior Living Inc.,Five Star Senior Living Inc. - Common Shares
FWONA,Liberty Media Corporation,Liberty Media Corporation - Series A Liberty Formula One Common Stock
FWONK,Liberty Media Corporation,Liberty Media Corporation - Series C Liberty Formula One Common Stock
FWP,Forward Pharma A/S,Forward Pharma A/S - American Depositary Shares
FWRD,Forward Air Corporation,Forward Air Corporation - Common Stock
FYC,First Trust Small Cap Growth AlphaDEX Fund,First Trust Small Cap Growth AlphaDEX Fund
FYT,First Trust Small Cap Value AlphaDEX Fund,First Trust Small Cap Value AlphaDEX Fund
FYX,First Trust Small Cap Core AlphaDEX Fund,First Trust Small Cap Core AlphaDEX Fund
GABC,"German American Bancorp, Inc.","German American Bancorp, Inc. - Common Stock"
GAIA,"Gaia, Inc.","Gaia, Inc. - Class A Common Stock"
GAIN,Gladstone Investment Corporation,Gladstone Investment Corporation - Business Development Company
GAINM,Gladstone Investment Corporation,Gladstone Investment Corporation - 6.25% Series D Cumulative Term Preferred Stock
GAINN,Gladstone Investment Corporation,Gladstone Investment Corporation - 6.50% Series C Cumulative Term Preferred Stock Due 2022
GAINO,Gladstone Investment Corporation,Gladstone Investment Corporation - 6.75% Series B Cumulative Term Preferred Stock
GALT,Galectin Therapeutics Inc.,Galectin Therapeutics Inc. - Common Stock
GARS,Garrison Capital Inc.,Garrison Capital Inc. - Common Stock
GASS,"StealthGas, Inc.","StealthGas, Inc. - common stock"
GBCI,"Glacier Bancorp, Inc.","Glacier Bancorp, Inc. - Common Stock"
GBDC,"Golub Capital BDC, Inc.","Golub Capital BDC, Inc. - Common Stock"
GBLI,Global Indemnity Limited,Global Indemnity Limited - Class A Common Shares
GBLIL,Global Indemnity Limited,Global Indemnity Limited - 7.875% Subordinated Notes due 2047
GBLIZ,Global Indemnity Limited,Global Indemnity Limited - 7.75% Subordinated Note Due 2045
GBNK,Guaranty Bancorp,Guaranty Bancorp - Common Stock
GBT,"Global Blood Therapeutics, Inc.","Global Blood Therapeutics, Inc. - Common Stock"
