symbol,displayName,industry,dateListed,marketCap,xid,priceChangeFiveDayPercent,isRecentListing
FSI,FLAGSHIP INVESTMENTS LIMITED,Not Applic,2000-12-20,46543073,285627,0.0,False
FWD,FLEETWOOD LIMITED,Consumer Durables & Apparel,1987-04-15,113141495,113937,1.2658227848101182,False
FBU,FLETCHER BUILDING LIMITED,Capital Goods,2001-03-26,3116789195,104967,2.506265664160392,False
FRX,FLEXIROAM LIMITED,Telecommunication Services,2015-06-16,28244184,87173504,-6.521739130434774,False
FLT,FLIGHT CENTRE TRAVEL GROUP LIMITED,Consumer Services,1995-12-01,3969012703,108040,3.6219581211092073,False
FMS,FLINDERS MINES LIMITED,Materials,2002-02-20,75981860,105672,4.651162790697678,False
FLC,FLUENCE CORPORATION LIMITED,Capital Goods,2007-12-18,123605266,9678116,5.405405405405411,False
FG1,FLYNN GOLD LIMITED,Materials,2021-06-17,10845555,653017028,1.2820512820512833,False
FML,FOCUS MINERALS LTD,Materials,2000-09-13,44416590,54237,-10.810810810810807,False
FSF,FONTERRA SHAREHOLDERS' FUND,"Food, Beverage & Tobacco",2012-11-28,332974054,52543186,-1.269841269841271,False
FOR,FORAGER AUSTRALIAN SHARES FUND,Not Applic,2016-12-16,127230514,374389949,-3.1007751937984525,False
FFF,FORBIDDEN FOODS LIMITED,"Food, Beverage & Tobacco",2020-08-31,2393650,610073810,-10.526315789473676,False
FRS,FORRESTANIA RESOURCES LIMITED,Materials,2021-09-30,5599433,676640671,1.0526315789473693,False
FMG,FORTESCUE METALS GROUP LTD,Materials,1987-03-19,62564567134,108355,-1.0110736639383768,False
FOS,FOS CAPITAL LTD,Capital Goods,2021-06-07,9954136,656791187,0.0,False
FHS,FREEHILL MINING LIMITED.,Materials,2017-01-16,SUSPENDED,377933804,0.0,False
FLN,FREELANCER LIMITED,Commercial & Professional Services,2013-11-15,94989644,69292724,-4.545454545454549,False
FDV,FRONTIER DIGITAL VENTURES LIMITED,Media & Entertainment,2016-08-26,258066338,360823451,2.985074626865674,False
FHE,FRONTIER ENERGY LIMITED,Materials,2009-12-18,119929717,584496360,2.325581395348839,False
FGL,FRUGL GROUP LIMITED,Software & Services,2004-08-10,7648496,255078,0.0,False
FSA,FSA GROUP LIMITED,Financial Services,2001-01-11,126006929,112695,0.4878048780487918,False
FBM,FUTURE BATTERY MINERALS LIMITED,Materials,2011-09-01,28665624,36099304,21.052631578947373,False
FGG,FUTURE GENERATION GLOBAL INVESTMENT COMPANY LIMITED,Not Applic,2015-09-10,470419844,298928652,1.293103448275873,False
FGX,FUTURE GENERATION INVESTMENT COMPANY LIMITED,Not Applic,1997-03-06,465811206,41961,1.7543859649122824,False
FME,FUTURE METALS NL,Energy,2007-08-16,22726222,8251895,-15.384615384615387,False
FYI,FYI RESOURCES LIMITED,Materials,1994-01-20,25275914,248718,-2.7777777777777612,False
GUD,G.U.D. HOLDINGS LIMITED,Automobiles & Components,1962-06-30,1337090665,142924,2.967032967032982,False
GEM,G8 EDUCATION LIMITED,Consumer Services,2007-12-05,934979585,9231396,-0.4273504273504183,False
GLN,GALAN LITHIUM LIMITED,Materials,2011-06-08,290035058,34935600,2.499999999999991,False
GAP,GALE PACIFIC LIMITED,Consumer Durables & Apparel,2000-12-14,77390052,114710,2.631578947368443,False
G1A,GALENA MINING LIMITED,Materials,2017-09-07,139327954,425420659,15.909090909090912,False
GLL,GALILEE ENERGY LIMITED,Energy,1996-02-15,54166000,95578,18.518518518518515,False
GAL,GALILEO MINING LTD,Materials,2018-05-29,135373075,467402061,3.5714285714285747,False
GDF,GARDA PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),2015-07-02,280002564,276022715,1.2396694214876136,False
GGX,GAS2GRID LIMITED,Energy,2005-05-13,4089102,1740883,0.0,False
GCY,GASCOYNE RESOURCES LIMITED,Materials,2009-12-11,60898434,624821631,-1.0000000000000009,False
GML,GATEWAY MINING LIMITED,Materials,1971-08-02,10653342,140018,1.6136962567226113e-14,False
GBZ,GBM RESOURCES LIMITED,Materials,2007-10-24,15757436,8406435,-22.58064516129032,False
GCX,GCX METALS LIMITED,Energy,2012-12-20,5759140,53618803,-3.1250000000000027,False
GDI,GDI PROPERTY GROUP,Equity Real Estate Investment Trusts (REITs),2013-12-17,380088540,70353567,-4.697986577181212,False
GFN,GEFEN INTERNATIONAL A.I. LTD,Software & Services,2021-07-21,5131194,661395743,-12.499999999999995,False
GDG,GENERATION DEVELOPMENT GROUP LIMITED,Insurance,2007-12-11,240673428,9390150,-1.945525291828787,False
GNE,GENESIS ENERGY LIMITED,Utilities,2014-04-17,2632812140,73902425,-3.921568627450967,False
GMD,GENESIS MINERALS LIMITED,Materials,2007-08-02,435862391,8242253,1.9138755980861262,False
GES,GENESIS RESOURCES LIMITED,Materials,2009-10-27,4697048,20389571,0.0,False
GSS,GENETIC SIGNATURES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2015-03-31,111856677,86540654,1.960784313725492,False
GTG,GENETIC TECHNOLOGIES LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1987-07-30,34624974,142658,16.666666666666668,False
GNX,GENEX POWER LIMITED,Utilities,2015-07-08,214702457,276642134,6.896551724137938,False
GEN,GENMIN LIMITED,Materials,2021-03-10,85648814,644054965,2.7777777777777803,False
GTK,GENTRACK GROUP LIMITED,Software & Services,2014-06-25,258131520,76053381,0.0,False
GNP,GENUSPLUS GROUP LTD,Capital Goods,2020-12-14,165284202,628745620,-5.208333333333326,False
GPR,GEOPACIFIC RESOURCES LTD,Materials,2006-05-09,14072160,4046116,0.0,False
GIB,GIBB RIVER DIAMONDS LIMITED,Materials,2008-07-01,8671887,12178099,-29.999999999999993,False
GLA,GLADIATOR RESOURCES LIMITED,Materials,2006-06-27,8192549,4089425,-6.250000000000005,False
GC1,GLENNON SMALL COMPANIES LIMITED,Not Applic,2015-08-21,29958271,295658650,-0.8474576271186449,False
GLE,GLG CORP LTD,Consumer Durables & Apparel,2005-12-14,20748000,3739823,-24.242424242424246,False
GDC,GLOBAL DATA CENTRE GROUP,Not Applic,2019-10-31,97363728,559171169,-3.0769230769230798,False
GLH,GLOBAL HEALTH LIMITED,Health Care Equipment & Services,2000-04-04,9860575,287941,20.68965517241381,False
GL1,GLOBAL LITHIUM RESOURCES LIMITED,Materials,2021-05-06,276567792,652397670,13.59649122807018,False
GFL,GLOBAL MASTERS FUND LIMITED,Not Applic,2006-05-16,23590950,4765080,0.0,False
GLV,GLOBAL OIL & GAS LIMITED,Energy,2005-05-25,4457424,599743186,4.0000000000000036,False
GVF,GLOBAL VALUE FUND LIMITED,Not Applic,2014-07-21,204612646,76686708,1.2987012987012903,False
GLB,GLOBE INTERNATIONAL LIMITED,Consumer Durables & Apparel,2001-05-24,103659545,139207,-5.204460966542739,False
GBE,GLOBE METALS & MINING LIMITED,Materials,2005-12-09,42568570,3696332,19.999999999999996,False
GRL,GODOLPHIN RESOURCES LIMITED,Materials,2019-12-18,10061403,567012444,30.769230769230774,False
G50,GOLD 50 LIMITED,Materials,2021-08-06,20354250,662400304,-9.090909090909086,False
GHY,GOLD HYDROGEN LIMITED,Energy,2023-01-13,49000000,772074219,6.1538461538461595,True
GMN,GOLD MOUNTAIN LIMITED,Materials,2011-09-02,7879730,35626577,0.0,False
GOR,GOLD ROAD RESOURCES LIMITED,Materials,2006-07-04,1756951678,4888443,-0.9146341463414576,False
GCR,GOLDEN CROSS RESOURCES LTD,Materials,1996-03-27,5486281,136381,0.0,False
GED,GOLDEN DEEPS LIMITED.,Materials,1986-12-04,9241814,136980,0.0,False
G88,GOLDEN MILE RESOURCES LTD,Materials,2017-06-19,3068846,409569783,0.0,False
G88N,GOLDEN MILE RESOURCES LTD,Materials,2017-06-19,3068846,788611948,0.0,False
GMR,GOLDEN RIM RESOURCES LTD,Materials,1987-08-13,18339239,2912695,1.6393442622950836,False
GSM,GOLDEN STATE MINING LIMITED,Materials,2018-11-08,3393412,493266699,0.0,False
GDA,GOOD DRINKS AUSTRALIA LTD,"Food, Beverage & Tobacco",2006-12-13,77002996,6063610,12.727272727272716,False
GMG,GOODMAN GROUP,Equity Real Estate Investment Trusts (REITs),2005-02-02,35428037618,200328,1.940700808625334,False
GOW,GOWING BROS LIMITED,Financial Services,1962-07-31,145006260,140949,-2.5454545454545396,False
GPS,GPS ALLIANCE HOLDINGS LIMITED,Real Estate Management & Development,2013-07-02,SUSPENDED,58120372,0.0,False
GPT,GPT GROUP,Equity Real Estate Investment Trusts (REITs),1971-04-01,8122048303,141354,-1.1627906976744145,False
GQG,GQG PARTNERS INC.,Financial Services,2021-10-26,3705770820,684507497,-0.3787878787878875,False
GNG,GR ENGINEERING SERVICES LIMITED,Materials,2011-04-19,310209124,31830468,2.949061662198388,False
GNC,GRAINCORP LIMITED,Consumer Staples Distribution & Retail,1998-03-30,1565554550,140322,5.14705882352942,False
GGE,GRAND GULF ENERGY LIMITED,Energy,1998-03-20,35572045,1751230,1.3344026738283132e-14,False
GRR,GRANGE RESOURCES LIMITED.,Materials,1986-03-27,804350395,141962,1.3888888888888902,False
GTI,GRATIFII LIMITED,Software & Services,2008-07-17,19766298,12390046,-5.8823529411764754,False
GBR,GREAT BOULDER RESOURCES LIMITED,Materials,2016-11-18,42202706,371335125,3.370786516853936,False
GNM,GREAT NORTHERN MINERALS LIMITED,Materials,2008-03-05,5981678,8707205,0.0,False
GSN,GREAT SOUTHERN MINING LIMITED,Materials,2011-04-14,13933647,30892440,11.111111111111121,False
GTE,GREAT WESTERN EXPLORATION LIMITED.,Materials,2007-06-05,8165165,7128281,12.499999999999995,False
GCM,GREEN CRITICAL MINERALS LIMITED,Materials,2007-11-15,12824222,8859432,0.0,False
GT1,GREEN TECHNOLOGY METALS LIMITED,Materials,2021-11-10,157422131,681791841,10.000000000000009,False
H2G,GREENHY2 LIMITED,Commercial & Professional Services,1980-12-04,9212628,221585,-12.00000000000001,False
GSR,GREENSTONE RESOURCES LIMITED,Materials,2000-12-12,26568937,57470,-4.545454545454534,False
GRE,GREENTECH METALS LIMITED,Materials,2022-01-04,5232500,690464220,-23.076923076923077,False
GRV,GREENVALE ENERGY LTD,Energy,1971-07-28,38337908,142048,7.142857142857135,False
GW1,GREENWING RESOURCES LTD,Materials,2005-10-20,26773561,3386997,-6.976744186046505,False
GRX,GREENX METALS LIMITED,Materials,1993-09-06,159266291,152668,4.385964912280706,False
G6M,GROUP 6 METALS LIMITED,Materials,1967-09-21,130012275,142754,0.0,False
GOZ,GROWTHPOINT PROPERTIES AUSTRALIA,Equity Real Estate Investment Trusts (REITs),2007-07-04,2305533755,7486256,-0.6622516556291397,False
GCI,GRYPHON CAPITAL INCOME TRUST,Not Applic,2018-05-25,469302511,463628626,3.1578947368421084,False
GTR,GTI ENERGY LTD,Materials,2007-08-10,14339869,8019801,-16.820702402957476,False
GTN,GTN LIMITED,Media & Entertainment,2016-06-01,106610581,349800590,2.0000000000000018,False
GUL,GULLEWA LIMITED,Materials,1980-06-19,10963294,142970,0.0,False
GWA,GWA GROUP LIMITED.,Capital Goods,1993-05-20,428306257,143461,2.484472049689443,False
GWR,GWR GROUP LIMITED,Materials,2004-12-24,30515582,143438,-21.818181818181813,False
HCF,H&G HIGH CONVICTION LIMITED,Not Applic,2022-10-25,22417334,750437761,-0.990099009900991,True
HAL,HALO TECHNOLOGIES HOLDINGS LTD,Financial Services,2022-04-26,19424282,711573279,-16.666666666666668,False
HMG,HAMELIN GOLD LIMITED,Materials,2021-11-05,10010000,682559005,1.111111111111112,False
HMX,HAMMER METALS LIMITED,Materials,2003-02-25,42713182,198572,3.703703703703707,False
HNG,HANCOCK & GORE LTD,Capital Goods,1971-08-24,66481886,148163,9.259259259259245,False
HNR,HANNANS LTD,Materials,2003-12-05,33721055,148261,37.49999999999999,False
HSN,HANSEN TECHNOLOGIES LIMITED,Software & Services,2000-06-01,921908174,149766,1.576576576576563,False
HVM,HAPPY VALLEY NUTRITION LIMITED,"Food, Beverage & Tobacco",2020-01-23,10626477,572290173,0.0,False
HAR,HARANGA RESOURCES LIMITED.,Materials,2022-01-27,8416840,689299830,0.0,False
HMY,HARMONEY CORP LIMITED,Financial Services,2020-11-19,37575567,627700340,2.7777777777777803,False
HT8,HARRIS TECHNOLOGY GROUP LIMITED,Transportation,1999-06-24,4176137,263319,15.384615384615387,False
HHR,HARTSHEAD RESOURCES NL,Energy,2012-02-14,96292649,40214312,21.05263157894737,False
HTG,HARVEST TECHNOLOGY GROUP LTD,Technology Hardware & Equipment,2016-05-12,43064770,589556087,-0.6451612903225812,False
HVN,HARVEY NORMAN HOLDINGS LIMITED,Consumer Discretionary Distribution & Retail,1987-09-03,4597764553,150534,0.537634408602151,False
HAS,HASTINGS TECHNOLOGY METALS LTD,Materials,2008-02-20,302277723,739223824,-12.592592592592602,False
HAV,HAVILAH RESOURCES LIMITED,Materials,2002-03-21,99741351,144287,-1.5384615384615399,False
HIO,HAWSONS IRON LTD,Materials,2007-11-14,49629837,8737551,18.367346938775512,False
HAW,HAWTHORN RESOURCES LIMITED,Materials,1986-07-03,27806296,140399,-6.896551724137923,False
HZR,HAZER GROUP LIMITED,Materials,2015-12-02,83517434,318609859,-1.980198019801982,False
HLS,HEALIUS LIMITED,Health Care Equipment & Services,1998-07-03,1691500266,234298,0.33112582781457717,False
HPP,HEALTH AND PLANT PROTEIN GROUP LIMITED,"Food, Beverage & Tobacco",1989-12-14,7369244,67376,0.0,False
HHI,HEALTH HOUSE INTERNATIONAL LIMITED,Health Care Equipment & Services,2011-07-28,1425797,35858432,14.285714285714286,False
HCW,HEALTHCO HEALTHCARE AND WELLNESS REIT,Equity Real Estate Investment Trusts (REITs),2021-09-06,468998604,674091856,-2.684563758389264,False
HLA,HEALTHIA LIMITED,Health Care Equipment & Services,2018-09-11,169632292,488794031,0.0,False
HGH,HEARTLAND GROUP HOLDINGS LIMITED,Banks,2018-11-01,1032552681,498392960,-6.430868167202563,False
HM1,HEARTS AND MINDS INVESTMENTS LIMITED,Not Applic,2018-11-14,549120546,498396779,2.155172413793115,False
HVY,HEAVY MINERALS LIMITED,Materials,2021-09-14,5926092,673235606,-11.538461538461538,False
HRE,HEAVY RARE EARTHS LIMITED,Class Pend,2022-08-24,6827515,740718868,9.999999999999995,False
HLI,HELIA GROUP LIMITED,Financial Services,2014-05-20,1000646274,74746746,3.237410071942457,False
HE8,HELIOS ENERGY LTD,Energy,2010-10-20,221344203,26083820,-2.173913043478263,False
HLX,HELIX RESOURCES LIMITED,Materials,1986-05-22,13938875,147577,-7.692307692307686,False
HLO,HELLOWORLD TRAVEL LIMITED,Consumer Services,2000-09-13,361214879,172915,10.837438423645331,False
HMD,HERAMED LIMITED,Health Care Equipment & Services,2018-12-12,24265705,500583549,-8.69565217391305,False
HXG,HEXAGON ENERGY MATERIALS LIMITED,Materials,2008-10-30,5642075,13775205,0.0,False
HXL,HEXIMA LIMITED.,"Pharmaceuticals, Biotechnology & Life Sciences",2020-12-01,2505594,625333002,0.0,False
HPR,HIGH PEAK ROYALTIES LIMITED,Energy,2007-03-30,13582166,6903499,1.5625000000000013,False
HTM,HIGH-TECH METALS LTD,Materials,2023-01-23,6568002,768351813,2.564102564102566,True
HFR,HIGHFIELD RESOURCES LIMITED,Materials,2012-02-07,220614391,40634036,4.545454545454549,False
HGO,HILLGROVE RESOURCES LIMITED,Materials,1994-07-22,81419869,146094,2.85714285714286,False
HIL,HILLS LIMITED,Technology Hardware & Equipment,1962-06-30,OTHER,146595,23.685837971552257,False
HPG,HIPAGES GROUP HOLDINGS LTD,Media & Entertainment,2020-11-12,95102665,625322033,4.895104895104899,False
HMI,HIREMII LIMITED,Commercial & Professional Services,2021-05-11,5837783,652556680,9.999999999999995,False
HIT,HITECH GROUP AUSTRALIA LIMITED,Commercial & Professional Services,2000-04-17,75960000,146707,2.162162162162164,False
HIQ,HITIQ LIMITED,Health Care Equipment & Services,2021-06-16,6669482,656667210,4.0000000000000036,False
HMC,HMC CAPITAL LIMITED,Equity Real Estate Investment Trusts (REITs),2019-10-14,1100844351,698247246,-3.713527851458889,False
HCT,HOLISTA COLLTECH LIMITED,Household & Personal Products,2004-02-26,4182001,70369,13.333333333333346,False
HDN,HOMECO DAILY NEEDS REIT,Equity Real Estate Investment Trusts (REITs),2020-11-23,2455430734,626000578,-0.8333333333333341,False
HRN,HORIZON GOLD LIMITED,Materials,2016-12-21,43813574,374122535,2.9411764705882377,False
HRZ,HORIZON MINERALS LIMITED,Materials,1992-02-06,29273772,168649,-6.000000000000005,False
HZN,HORIZON OIL LIMITED,Energy,1981-06-30,256230874,151244,3.1250000000000027,False
HOR,HORSESHOE METALS LIMITED,Materials,2010-07-29,13902743,24800909,0.0,False
HCH,HOT CHILI LIMITED,Materials,2010-05-03,105111781,23349945,-2.732240437158472,False
HPI,HOTEL PROPERTY INVESTMENTS,Equity Real Estate Investment Trusts (REITs),2013-12-10,666439355,70099155,-0.8771929824561346,False
HSC,HSC TECHNOLOGY GROUP LTD,Software & Services,2006-06-02,25065033,4802237,0.0,False
HT1,HT&E LIMITED,Media & Entertainment,1992-05-07,324534632,46899,5.797101449275368,False
HUB,HUB24 LIMITED,Financial Services,2007-07-05,2216571828,7884268,-2.301699716713876,False
HFY,HUBIFY LIMITED,Telecommunication Services,2017-01-12,10914998,377532300,-12.00000000000001,False
HGL,HUDSON INVESTMENT GROUP LIMITED,Real Estate Management & Development,1994-06-09,14543184,146066,0.0,False
HUM,HUMM GROUP LIMITED,Financial Services,2006-12-12,215169169,6133401,1.1764705882352953,False
HTA,HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED,Telecommunication Services,1999-08-17,597190377,149916,2.2727272727272747,False
HYD,HYDRIX LIMITED,Technology Hardware & Equipment,2001-05-11,9660316,264193,2.7027027027027053,False
HCD,HYDROCARBON DYNAMICS LIMITED,Energy,2006-04-21,7044726,4559880,-7.692307692307686,False
HGV,HYGROVEST LIMITED,Not Applic,2015-01-22,15176963,82356071,-2.9411764705882377,False
HYT,HYTERRA LTD,Energy,2005-12-14,9531949,3696335,1.927470528863119e-14,False
IS3,I SYNERGY GROUP LIMITED,Software & Services,2017-03-30,4336206,375615533,-14.999999999999996,False
ICI,ICANDY INTERACTIVE LIMITED,Media & Entertainment,2016-02-04,60399256,322656327,-6.250000000000005,False
ICL,ICENI GOLD LIMITED,Materials,2021-04-14,17520000,648291141,-7.777777777777771,False
ICE,ICETANA LIMITED,Software & Services,2019-12-23,6777166,567723888,-5.555555555555542,False
ICN,ICON ENERGY LIMITED,Energy,1997-09-22,5376096,152427,-22.222222222222214,False
ICS,ICSGLOBAL LIMITED,Health Care Equipment & Services,1999-12-23,SUSPENDED,152570,0.0,False
ID8,IDENTITII LIMITED,Software & Services,2018-10-17,5097689,495136496,0.0,False
IEL,IDP EDUCATION LIMITED,Consumer Services,2015-11-26,7426010109,318107285,1.1619190404797686,False
IDT,IDT AUSTRALIA LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1991-02-18,14118696,153068,0.0,False
IGN,IGNITE LIMITED,Commercial & Professional Services,1997-01-16,3135376,78310,0.0,False
IGO,IGO LIMITED,Materials,2002-01-17,9072068400,164649,6.58333333333334,False
IKE,IKEGPS GROUP LIMITED,Technology Hardware & Equipment,2016-11-21,126986737,371391348,-1.8750000000000016,False
ILU,ILUKA RESOURCES LIMITED,Materials,1962-06-30,4327470654,165620,2.702702702702698,False
IMA,IMAGE RESOURCES NL,Materials,2002-07-04,135464095,165705,-11.11111111111112,False
IBX,IMAGION BIOSYSTEMS LIMITED,Health Care Equipment & Services,2017-06-22,19437415,414952026,6.250000000000005,False
IMD,IMDEX LIMITED,Materials,1987-09-24,1023003005,165817,0.4830917874396247,False
IME,IMEXHS LIMITED,Health Care Equipment & Services,2005-12-14,20244740,34083004,-3.0000000000000027,False
IMC,IMMURON LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1999-04-30,15718086,46073,-7.999999999999989,False
IMM,IMMUTEP LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1988-06-23,228616863,233959,-8.771929824561392,False
IPT,IMPACT MINERALS LIMITED,Materials,2006-11-29,24813706,5937552,-5.000000000000004,False
IPD,IMPEDIMED LIMITED,Health Care Equipment & Services,2007-10-24,223208114,8800759,104.91803278688525,False
IPC,IMPERIAL PACIFIC LIMITED,Financial Services,1971-07-28,7701780,59813,0.0,False
IMR,IMRICOR MEDICAL SYSTEMS INC.,Health Care Equipment & Services,2019-08-30,46161026,550424061,-7.575757575757582,False
IMU,IMUGENE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",1993-11-24,802879889,166274,-3.8461538461538494,False
ICG,INCA MINERALS LIMITED,Materials,2008-06-19,9174214,616712746,-9.52380952380953,False
IHL,INCANNEX HEALTHCARE LIMITED,"Pharmaceuticals, Biotechnology & Life Sciences",2007-05-23,190441243,7082868,14.285714285714286,False
INP,INCENTIAPAY LIMITED,Media & Entertainment,2014-09-09,5060255,78125392,0.0,False
IPL,INCITEC PIVOT LIMITED,Materials,2003-07-28,6234542343,168284,-1.543209876543218,False
IAM,INCOME ASSET MANAGEMENT GROUP LIMITED.,Financial Services,1987-01-14,42003123,238226,-3.3333333333333366,False
IDA,INDIANA RESOURCES LIMITED,Materials,1986-07-17,25060241,136598,4.1666666666666705,False
IND,INDUSTRIAL MINERALS LTD,Materials,2021-07-13,20955000,664254289,-8.333333333333327,False
INF,INFINITY LITHIUM CORPORATION LIMITED,Materials,2011-04-15,46259209,31417894,9.999999999999995,False
IMI,INFINITY MINING LIMITED,Materials,2021-12-22,20751818,689290650,-7.894736842105256,False
